system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Program Files\Common Files\System\msadc\","msdaprsr.dll","2560","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-09-11T20:49:35Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Persistence Services Resources","10.0.19041.1 (WinBuild.160101.0800)","msdaprsr.dll","&#169; Microsoft Corporation. All rights reserved.","msdaprsr.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c9471daae2280d478962fb0ad11aa5db","e54d131d73d54e3606e48ca1cffafc3764b3cc58","0154c6180ff48bed9ef9d3ea8993232f1adff482e505d522990af9e5b6beeb70"
"CrowdResponse","C:\Program Files\Common Files\System\msadc\","msdaprst.dll","355840","0x20","ARCHIVE","2022-08-05T09:28:02Z","2022-10-15T03:11:20Z","2022-08-05T09:28:02Z","Microsoft Corporation","OLE DB Persistence Services","10.0.19041.746 (WinBuild.160101.0800)","msdaprst.dll","&#169; Microsoft Corporation. All rights reserved.","msdaprst.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a03ba763e48c5cb7d05fbda82452ccc3","a62ef408da2e1753e305e14ba9587bfe6df40091","4da32f025a9eaceda5cbb18ae0021edc024684fbac01c5617cf5e6d44a97e4ff"
"CrowdResponse","C:\Program Files\Common Files\System\msadc\","msdarem.dll","225792","0x20","ARCHIVE","2022-08-05T09:28:02Z","2022-10-15T03:11:19Z","2022-08-05T09:28:02Z","Microsoft Corporation","OLE DB Remote Provider","10.0.19041.746 (WinBuild.160101.0800)","msdarem.dll","&#169; Microsoft Corporation. All rights reserved.","msdarem.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e0fea911bb511b2d1dcdc1bbba981b6a","0ab1dee7869f891809989b4c6d8f73d72c169c5d","b72372377f58f4e1504930ad05bb18cb75f9b1e42fd616f16817d1ccb012d382"
"CrowdResponse","C:\Program Files\Common Files\System\msadc\","msdaremr.dll","2560","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-09-26T03:07:53Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Remote Provider Resources","10.0.19041.1 (WinBuild.160101.0800)","msdaremr.dll","&#169; Microsoft Corporation. All rights reserved.","msdaremr.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","464948441458c66d52f9b7db10c5dac7","5fa5473b6ee31ca620e24616e50fc9cade7d9a10","3bcdaf84b2c398817345c7da98fa40220cb83953da9d07ef7054efe75a564250"
"CrowdResponse","C:\Program Files\Common Files\System\msadc\","msdfmap.dll","33280","0x20","ARCHIVE","2022-08-05T09:28:02Z","2022-09-26T03:07:51Z","2022-08-05T09:28:02Z","Microsoft Corporation","Data Factory Handler","10.0.19041.746 (WinBuild.160101.0800)","msdfmap.dll","&#169; Microsoft Corporation. All rights reserved.","msdfmap.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a3b21b344d410e250e0516957cd482f4","68224ec8225a0e93f0d101fc0d949620375eb6d5","27f539abfd12c3e4e7e12a4bc68a0e3d9fc074dfbd3f782ccdb6a295d8fc5762"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msdaosp.dll","102912","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-10-15T03:11:22Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Simple Provider","10.0.19041.1 (WinBuild.160101.0800)","msdaosp.dll","&#169; Microsoft Corporation. All rights reserved.","msdaosp.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","3de719e1e2faacb535403ed74fa321b6","5e92b0bbe428bfa42a816e6359c605f3689961d3","7f20fb2a4ed762bf1e3887293fa8ea79fd6567b445b25d8bbd0e87bebf4fad58"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msdaps.dll","388608","0x20","ARCHIVE","2022-08-05T09:28:02Z","2022-10-15T03:11:18Z","2022-08-05T09:28:02Z","Microsoft Corporation","OLE DB Interface Proxies/Stubs","10.0.19041.844 (WinBuild.160101.0800)","msdaps.dll","&#169; Microsoft Corporation. All rights reserved.","msdaps.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.844","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fa91fb17ae3b9832543d38fd70499193","fd6d8604dda190b1e086c698059e7c82aef43ecf","1aacb31f1074d1fb43bc577f3269108d663f2b8d6aab97d988c6e8bda25b203a"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msdasql.dll","727040","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-10-15T03:11:21Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Provider for ODBC Drivers","10.0.19041.1 (WinBuild.160101.0800)","msdasql.dll","&#169; Microsoft Corporation. All rights reserved.","msdasql.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","dcb51897dd8dcbb96cbbdf4988b42594","02f51cb402a1568ea152c66c33395e5107d866e5","aa9b7d957036160aa797c8575a44d6c564c4fbec33f06a35bc059ef51e9df376"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msdasqlr.dll","54784","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-09-24T03:07:59Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Provider for ODBC Drivers Resources","10.0.19041.1 (WinBuild.160101.0800)","msdasqlr.dll","&#169; Microsoft Corporation. All rights reserved.","msdasqlr.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ee968c54271b81bd7f3fd12558e65ea2","1304596e8bcb8d1bc23c53f8f88bc4beeb2e414c","c6a6a33d97b07704efb2c98ef8e3c385b2b85ef8830a09da19159db7441ee253"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msdatl3.dll","119808","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-09-11T20:49:38Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Implementation Support Routines","10.0.19041.1 (WinBuild.160101.0800)","msdatl3.dll","&#169; Microsoft Corporation. All rights reserved.","msdatl3.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6eba2de9bb097bdf81e03e1b17b54fb8","323f41b6b8ee19193d9e518e18d8087509a69c91","3757da45fdf887b48c28284844f280c96d0c51d40a66213de5001a8b571a2dfb"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","msxactps.dll","16384","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-10-15T03:11:18Z","2019-12-07T09:09:41Z","Microsoft Corporation","OLE DB Transaction Proxies/Stubs","10.0.19041.1 (WinBuild.160101.0800)","msxactps.dll","&#169; Microsoft Corporation. All rights reserved.","msxactps.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","69cc09d6f3e0e472cb2465c6ddbb27f7","8cb90def13ae3f99bf9bfc4a77769cba1ae5e196","fecf3f8309378120fc1e740aa30e9775c34a534b481d44d0741fced46762de8a"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","oledb32.dll","949760","0x20","ARCHIVE","2022-08-05T09:27:24Z","2022-10-15T03:11:19Z","2022-08-05T09:27:24Z","Microsoft Corporation","OLE DB Core Services","10.0.19041.746 (WinBuild.160101.0800)","oledb32.dll","&#169; Microsoft Corporation. All rights reserved.","oledb32.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fad1ce2d6f434aad6442d09c796ad530","38cadc84f23131bcd073478eff6fda0a18c0d38f","2ced7976a8267e4d85b8c99c8bae79c22f857601aa6d147749afe5404bc6cdf2"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","oledb32r.dll","77824","0x20","ARCHIVE","2019-12-07T09:08:58Z","2022-09-11T20:49:36Z","2019-12-07T09:08:58Z","Microsoft Corporation","OLE DB Core Services Resources","10.0.19041.1 (WinBuild.160101.0800)","oledb32r.dll","&#169; Microsoft Corporation. All rights reserved.","oledb32r.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8789eb5a8453e6ee09a26b4d5a6919be","aed8c0c0dd02d41f2d2b7965e3f7625308dad61e","b161e48d01e2b68320896597715a067a9590635984e6c95cb8e4bbe45c2100c1"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","sqloledb.dll","887296","0x20","ARCHIVE","2022-10-12T02:46:18Z","2022-10-18T03:11:40Z","2022-10-12T02:46:18Z","Microsoft Corporation","OLE DB Provider for SQL Server","10.0.19041.2130 (WinBuild.160101.0800)","sqloledb.dll","&#169; Microsoft Corporation. All rights reserved.","sqloledb.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2130","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9b5a1466a6410e119ce408b082051371","1238348ed098aca43ce5e8cf5a0fd82c105e4122","7a6c342abb7445306752ed5beb0bef062511fa91e2ba09d0e0cd43d1525d4f62"
"CrowdResponse","C:\Program Files\Common Files\System\Ole DB\","sqlxmlx.dll","330752","0x20","ARCHIVE","2019-12-07T09:09:41Z","2022-10-15T03:11:22Z","2019-12-07T09:09:41Z","Microsoft Corporation","XML extensions for SQL Server","10.0.19041.1 (WinBuild.160101.0800)","sqlxmlx.dll","&#169; Microsoft Corporation. All rights reserved.","sqlxmlx.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","afcf95ef9417795d5c90ea119313e33e","03bf8cd89f79531a97adb895e096466168fb4421","3cc80ab270bf8c7bb0587bb88b6e9752e965fc5772a4e7365bb4cbe1ea956269"
"CrowdResponse","C:\Program Files\Internet Explorer\","ExtExport.exe","54784","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-10-17T04:58:26Z","2019-12-07T09:09:39Z","Microsoft Corporation","Internet Explorer ImpExp FF exporter","11.00.19041.1 (WinBuild.160101.0800)","extexport","&#169; Microsoft Corporation. All rights reserved.","extexport.exe","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b11437540bdfc36fee80caefff057d41","6a42e42b74af85de5bcb5deec54cbef83ca66e27","edc454bca93a7d41d193a59953bde82766fc6874345a71bea2a8c52e71d06e29"
"CrowdResponse","C:\Program Files\Internet Explorer\","hmmapi.dll","54784","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-10-15T03:11:24Z","2019-12-07T09:09:39Z","Microsoft Corporation","Microsoft HTTP Mail Simple MAPI","11.00.19041.1 (WinBuild.160101.0800)","HMMAPI","&#169; Microsoft Corporation. All rights reserved.","HMMAPI.DLL.MUI","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8a6cddcf40441607860950c0c110698a","673341039e559e408c2c9ca518119413e85e894b","10a763b9599282d19757c670cda735946dd11a376209683375a69d7382292df5"
"CrowdResponse","C:\Program Files\Internet Explorer\","iediagcmd.exe","515072","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-10-17T04:58:26Z","2019-12-07T09:09:39Z","Microsoft Corporation","Diagnostics utility for Internet Explorer","11.00.19041.1 (WinBuild.160101.0800)","IEDiagCmd.exe","&#169; Microsoft Corporation. All rights reserved.","IEDiagCmd.exe","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fdb6320e118647d5697f2ca473c8731c","d30369e08d2b38f993fd07de72e30f6dbe09af46","c6aa1294f6a5aa52dc8ca2800065f22f7a0a8b5c1f5ec3e1761145d2e12024be"
"CrowdResponse","C:\Program Files\Internet Explorer\","ieinstal.exe","504832","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-10-17T04:58:26Z","2019-12-07T09:09:39Z","Microsoft Corporation","Internet Explorer Add-on Installer","11.00.19041.1 (WinBuild.160101.0800)","ieinstal.exe","&#169; Microsoft Corporation. All rights reserved.","ieinstal.exe.mui","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c9edd394eb4d0996ee43cb67563df50c","6888a6b34a6b2bdac0096a453c4e6f8d10e810f3","cc57d54c0d17f5e786a75bc28ce2133499672fe378b6f62c8117f2f0c191e932"
"CrowdResponse","C:\Program Files\Internet Explorer\","ielowutil.exe","224768","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-10-17T04:58:26Z","2019-12-07T09:09:39Z","Microsoft Corporation","Internet Low-Mic Utility Tool","11.00.19041.1 (WinBuild.160101.0800)","ielowutil.exe","&#169; Microsoft Corporation. All rights reserved.","ielowutil.exe","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d831180f7596e0d2bb87b2cc57ecfca2","472a9d3f90a50222d4944c70422734f4955f15a1","3099b6cf67191b1a7e4d8463576fe85835e8df2296dba3470b0cd42babd336c8"
"CrowdResponse","C:\Program Files\Internet Explorer\","IEShims.dll","421888","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-09-11T20:45:48Z","2019-12-07T09:09:39Z","Microsoft Corporation","Internet Explorer Compatibility Shims","11.00.19041.1 (WinBuild.160101.0800)","ieshims.dll","&#169; Microsoft Corporation. All rights reserved.","ieshims.dll","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b221f698eb537d7250f3f57ea84fdcdf","725e84b3a345f13b71af24a0c8f428e2d386a6ce","f7b44947d5ec4a3dfc8d9ca7462b3640d8dcbf64d2aa0046095257bdba5bdf85"
"CrowdResponse","C:\Program Files\Internet Explorer\","iexplore.exe","834512","0x20","ARCHIVE","2022-08-05T09:28:34Z","2022-10-18T15:01:56Z","2022-08-05T09:28:34Z","Microsoft Corporation","Internet Explorer","11.00.19041.1 (WinBuild.160101.0800)","iexplore","&#169; Microsoft Corporation. All rights reserved.","IEXPLORE.EXE.MUI","Internet Explorer","11.00.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cfe2e6942ac1b72981b3105e22d3224e","8088e72e4ac09d5677fe4339f7823eeba445fb41","3aa971f794df79ec6e7d22a4d3b4f3eac1dfe8a8192601445baeffdf994e23e2"
"CrowdResponse","C:\Program Files\Internet Explorer\","sqmapi.dll","48536","0x20","ARCHIVE","2019-12-07T09:09:39Z","2022-09-11T20:45:49Z","2019-12-07T09:09:39Z","Microsoft Corporation","SQM Client","10.0.19041.1 (WinBuild.160101.0800)","sqmapi","&#169; Microsoft Corporation. All rights reserved.","sqmapi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","a5d6ecc292535d2c635ee25701238173","de34b8248886e59ac72c5a1fda9876f40312ec95","e320356d53c168db9080bb04d5e8f4cc16d66657deeb063f9133eac9381bdb1d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","AgentConfigManager.dll","138192","0x20","ARCHIVE","2022-03-08T09:46:08Z","2022-10-12T03:11:23Z","2022-03-08T09:46:08Z","Microsoft Corp.","Microsoft Monitoring Agent Configuration API","10.20.18067.0","AgentConfigManager.dll","Copyright &#169; Microsoft Corp.","AgentConfigManager.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f6b3f19e39acf992e201235fd6a9f047","6ba203a3fedef9dfd9475cdbf344a2609e98f22c","874560d854954235b17334719a42d976220e5d032f58ab79d2419f486f556d8a"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","AgentControlPanel.exe","1276368","0x20","ARCHIVE","2022-03-08T09:45:48Z","2022-10-18T03:05:00Z","2022-03-08T09:45:48Z","Microsoft Corp.","Microsoft Monitoring Agent Control Panel","10.20.18067.0","AgentControlPanel.exe","Copyright &#169; Microsoft Corp.","AgentControlPanel.exe","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","ba7f89fabaf363d4ca993d0a388fc655","0e0f0840fad6bea2141fcc7301119012f8d43a38","c25a6578b181939f3afd576d74953af08de5e554fcc4c77f99f8f3b65f89779e"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","CLRXMonitorHandlerV4.dll","374704","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation"," ","10.20.18067.0","CLRXMonitorHandlerV4.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","CLRXMonitorHandlerV4.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","5c44cedb3682b2ae5bee65cbdc090e9e","a996e23e1748ba560cb689301556d030cada1d28","1354ce33e6b58abc9ee5c889d4e575021559bb12cc6911975077eb6033f4cb16"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","CSMAMonitorHandlerV5.6.dll","157112","0x20","ARCHIVE","2022-03-08T09:48:08Z","2022-09-11T00:54:51Z","2022-03-08T09:48:08Z","Microsoft Corporation"," ","10.20.18067.0","CSMAMonitorHandlerV5.6.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","CSMAMonitorHandlerV5.6.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","c56403531d827f754d80047880034d31","fb9fa3cf02ecb9182e943e7c6341dae76d2a1aa5","cef51ba3724fe8dc46e5d480c05245827d5f405ab0b7524fdbdeb9ad86c4548a"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","CSMPMonitorHandlerV5.6.dll","266144","0x20","ARCHIVE","2022-03-08T09:48:40Z","2022-09-11T00:54:51Z","2022-03-08T09:48:40Z","Microsoft Corporation"," ","10.20.18067.0","CSMPMonitorHandlerV5.6.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","CSMPMonitorHandlerV5.6.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","34f24ffb8e994c49018dbdf9a811773c","d7bbacba7cee40cef060e0ba4edd52226a5b2cb0","aba9d8ce93037f510ffe88fb0c916ccf3fa35daa0cf89511114f4f7e4b1e1c94"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","CSMXMonitorHandlerV5.dll","222648","0x20","ARCHIVE","2022-03-08T09:48:30Z","2022-09-11T00:54:51Z","2022-03-08T09:48:30Z","Microsoft Corporation"," ","10.20.18067.0","CSMXMonitorHandlerV5.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","CSMXMonitorHandlerV5.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","0526239fe077a56d957c115fd016db6e","c22bb870f33fff9f3dc0032390ec14169f2d8d80","31b6850e3981c4c11a1cc51d71b919091ce5c122b0b55446318fb30605cc3cd5"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\","EventCommon.dll","685008","0x20","ARCHIVE","2022-03-08T09:45:58Z","2022-10-12T03:11:23Z","2022-03-08T09:45:58Z","Microsoft Corp.","Operations Manager event shared functionality","10.20.18067.0","EventCommon.dll","Copyright &#169; Microsoft Corp.","EventCommon.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","259d0176da47e6aec2e30677ccb4cb61","3f8714f8ff6027a50debcecf1854367f56203931","600cdfcf021bc17d679d4a7f9813f4c8b592de78691940f545617a9a0c8142cc"
